authoritative_point,scan_axis,nominal_scan_angle,qm_relative_kcal_mol,mm_relative_kcal_mol,qm_minus_mm_residual_kcal_mol,physical_torsion_id,physical_torsion_relationship,physical_dihedral_degrees
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I04_7-8-9-10,PHI,-37.68191422496558
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I05_7-8-9-25,PHI,-164.41635253123192
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I06_7-8-9-36,PHI,82.53826685786719
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I07_10-9-8-34,PHI,-159.65993003471277
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I08_10-9-8-35,PHI,85.3776141485078
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I09_25-9-8-34,PHI,73.6056316590209
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I10_25-9-8-35,PHI,-41.35682415775851
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I11_34-8-9-36,PHI,-39.43974895188002
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PHI_I12_35-8-9-36,PHI,-154.40220476865946
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PSI_I13_1-7-8-9,PSI,31.005388613393023
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PSI_I14_6-7-8-9,PSI,-153.49716195362976
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PSI_I15_1-7-8-34,PSI,152.05950103036932
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PSI_I16_1-7-8-35,PSI,-93.26662987830926
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PSI_I17_6-7-8-34,PSI,-32.44304953665345
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,PSI_I18_6-7-8-35,PSI,82.23081955466799
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,CHI_I01_8-9-25-55,CHI,63.976368836551956
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,CHI_I02_10-9-25-55,CHI,-64.44038368254304
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,CHI_I03_36-9-25-55,CHI,178.19493700432008
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I04_7-8-9-10,PHI,-22.05496743400955
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I05_7-8-9-25,PHI,-149.38389353896898
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I06_7-8-9-36,PHI,98.08754795544189
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I07_10-9-8-34,PHI,-144.75061986941253
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I08_10-9-8-35,PHI,100.77788640584637
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I09_25-9-8-34,PHI,87.92045402562803
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I10_25-9-8-35,PHI,-26.551039699113048
PHI_-150,PHI,-150,12.14534987811232,13.21439256251152,-1.0690426843992,PHI_I11_34-8-9-36,PHI,-24.608104479961096
