axis,angle_degrees,candidate_id,source_archive_member,qm_energy_hartree,target_angle_after_minimization_degrees,final_restraint_center_degrees,restraint_center_correction_history,target_angle_error_degrees,target_angle_pass,minimization_converged,minimization_steps,final_rms_kcal_mol_angstrom,final_gmax_kcal_mol_angstrom,restart_readback_pass,aligned_cartesian_rmsd_angstrom,aligned_max_atom_displacement_angstrom,mm_bond_kcal_mol_absolute,mm_angle_kcal_mol_absolute,mm_dihedral_kcal_mol_absolute,mm_imp_kcal_mol_absolute,mm_elec_kcal_mol_absolute,mm_vdw_kcal_mol_absolute,mm_elec_14_kcal_mol_absolute,mm_vdw_14_kcal_mol_absolute,mm_tot_kcal_mol_absolute,mm_other_kcal_mol_absolute,input_rst7_sha256,final_rst7_sha256,mdout_sha256,restraint_sha256,run_directory,qm_relative_kcal_mol,mm_relative_kcal_mol,relaxed_profile_residual_kcal_mol
PSI,-90,739d1637fad647effcb0,results/PSI/candidates/739d1637fad647effcb0/final.xyz,-1477.919790954512,-89.56222351038726,-93.80672261705274,"[{'attempt': 1, 'restraint_center_degrees': -90.0, 'actual_degrees': -86.19327738294724, 'target_error_degrees': 3.806722617052742, 'steps': 5735, 'rms': 0.00099837}, {'attempt': 2, 'restraint_center_degrees': -93.80672261705274, 'actual_degrees': -89.56222351038726, 'target_error_degrees': 0.4377764896127587, 'steps': 5423, 'rms': 0.00099218}]",0.4377764896127587,True,True,5423,0.00099218,0.0033984,True,0.1980303457272256,0.7163676193391519,5.73126202408794,22.704414428000014,70.06515982777674,0.0,-48.60380968181434,-4.606460725059458,13.07016144917046,13.251763240844692,71.61249056300605,0.0,148be44639084a8bf1eb57b75f79430712cec2f89ce7a20937e1fe73e7b95032,bbc4d79e43d5d0a9d3da3ed59a5f1c4c3cc6b13319e07ab4508500745c3b6ed5,bf3b8fc0bd0248e83ddeadda8481ac90cb22b86d1ce290c1dec1269bc0c2bc79,7dd9a6cd3c232ec407564ddc67a4ff5c5c7ac8adb19ad65219c4923f56b3569d,03_PREFIT_BASELINE/relaxed-runs/PSI/-090,14.696882575166297,18.778730514015933,-4.081847938849636
PSI,-75,3b471d0c6b08831843a7,results/PSI/candidates/3b471d0c6b08831843a7/final.xyz,-1477.936310249713,-74.78350984323282,-77.23891532134562,"[{'attempt': 1, 'restraint_center_degrees': -75.0, 'actual_degrees': -72.76108467865438, 'target_error_degrees': 2.2389153213456154, 'steps': 5778, 'rms': 0.00099647}, {'attempt': 2, 'restraint_center_degrees': -77.23891532134562, 'actual_degrees': -74.78350984323282, 'target_error_degrees': 0.2164901567671791, 'steps': 5773, 'rms': 0.00099873}]",0.2164901567671791,True,True,5773,0.00099873,0.0038171,True,0.17619250465353162,0.7218558639235002,4.300111264150426,15.643778669150485,68.06518969756323,0.0,-48.23237056743721,-5.38653361141812,12.553718297395381,11.965125526382133,58.90901927578632,-7.105427357601002e-15,e5faa66c5e2edadc949be99a121a8460391a7266780ace484eda3d369802b339,e2baf31fdf1c70be196d408dffda3aa80a26a80262a0cde9801edef5ae599edf,58bb4a7ab6360ffe00738840ed88e845f14ea3456170e0dc188d688a8e8373c2,0f999a10b9792dedbe541d256f8f07a797f97cee1aa5a24d22135e54b8c5b0a8,03_PREFIT_BASELINE/relaxed-runs/PSI/-075,4.330868332829533,6.075259226796206,-1.7443908939666724
PSI,-60,6a869045b88f0718c753,results/PSI/candidates/6a869045b88f0718c753/final.xyz,-1477.943211927715,-59.93002309396472,-61.008658032089414,"[{'attempt': 1, 'restraint_center_degrees': -60.0, 'actual_degrees': -58.99134196791059, 'target_error_degrees': 1.0086580320894143, 'steps': 6786, 'rms': 0.00099978}, {'attempt': 2, 'restraint_center_degrees': -61.008658032089414, 'actual_degrees': -59.93002309396472, 'target_error_degrees': 0.06997690603526507, 'steps': 6848, 'rms': 0.00099911}]",0.06997690603526507,True,True,6848,0.00099911,0.0038063,True,0.1708722669192253,0.7391606309270433,3.805839986875293,12.748712483331163,66.79875218033354,0.0,-48.02270181680574,-5.320295235895025,12.217339269173237,11.13917969086725,53.36682655787971,0.0,1b9ca1bf6b66e3cfb26bd5c708cfa3ac3b6e95528bb0a751cb5123c64c2e2b3d,245de87f98501d8a5fb55658ca0eeaa2cd1dd01588501b7b87c84f0270329f16,0d1b9356e57e382b535239dc62bd41bfc1b92a20307a676abf352c4853807342,adee08c8ab83b08f55d557a0defdfa12e4e530112f92b8a1700f8fc39f02dc90,03_PREFIT_BASELINE/relaxed-runs/PSI/-060,0.0,0.533066508889597,-0.533066508889597
PSI,-45,9ce617b456dca05e750d,results/PSI/candidates/9ce617b456dca05e750d/final.xyz,-1477.9428989668718,-45.748369182564424,-45.0,"[{'attempt': 1, 'restraint_center_degrees': -45.0, 'actual_degrees': -45.748369182564424, 'target_error_degrees': 0.7483691825644314, 'steps': 8168, 'rms': 0.00099722}]",0.7483691825644314,True,True,8168,0.00099722,0.0046693,True,0.1741024857718877,0.7604471475919816,3.7025963191715863,12.700017095000723,66.5088480806139,0.0,-47.95848376494174,-4.841549955067537,11.97060248286627,10.75172979134691,52.833760048990115,0.0,8e2baebe0acf122265e99db121d5c1fd9d8df4cad2b5b31c2bcfdc6ca7a3fba6,ec575aec4a3b5d2a2fe3a1c40ee35c6cf384ce34a96365ab1b196343e76cfc5f,f75bdf41cfeccbd523d7eda8b845d37a33d8b81269c4d3f99f6493fed1c959c4,e0e64a00c0f7a3a17fd5a3167ff5ac087918c0c88f6ab0ec3d069038bc3e67d1,03_PREFIT_BASELINE/relaxed-runs/PSI/-045,0.19638589416353,0.0,0.19638589416353
PSI,-30,344ccafc6333119c936d,results/PSI/candidates/344ccafc6333119c936d/final.xyz,-1477.9383068328877,-30.01950152707046,-28.83792836355579,"[{'attempt': 1, 'restraint_center_degrees': -30.0, 'actual_degrees': -31.16207163644421, 'target_error_degrees': 1.1620716364442103, 'steps': 9272, 'rms': 0.00099704}, {'attempt': 2, 'restraint_center_degrees': -28.83792836355579, 'actual_degrees': -30.01950152707046, 'target_error_degrees': 0.019501527070474367, 'steps': 9171, 'rms': 0.0009949}]",0.019501527070474367,True,True,9171,0.0009949,0.0049787,True,0.17254590230757375,0.758335655279386,3.704682692909871,13.909527111214997,67.4031298174475,0.0,-48.02358646310962,-4.2959410850861675,11.794128450286461,10.740279365995699,55.23221988965874,-7.105427357601002e-15,a3fb98034f2a3e9ebb19ee17bc918f57833f0e177c200f221b81727fee39cc58,5e420f58e477bf1455b8b51be7a9b3d89490ab0988caa7513f10476ebfc04754,9bf1f242987707b8a993dff747389a2721729600da5e3c6bc2be1aa20678bf8f,96536ee40bb1cc8c21bcda60b05b00e78cfa6eb30f1665f7c1923dd2bf12f791,03_PREFIT_BASELINE/relaxed-runs/PSI/-030,3.0779934750218234,2.3984598406686217,0.6795336343532017
PSI,-15,4e33d77d5341624a8965,results/PSI/candidates/4e33d77d5341624a8965/final.xyz,-1477.9320963355515,-15.007755118243232,-13.67127636040368,"[{'attempt': 1, 'restraint_center_degrees': -15.0, 'actual_degrees': -16.32872363959633, 'target_error_degrees': 1.3287236395963191, 'steps': 9939, 'rms': 0.00099668}, {'attempt': 2, 'restraint_center_degrees': -13.67127636040368, 'actual_degrees': -15.007755118243232, 'target_error_degrees': 0.007755118243238712, 'steps': 9795, 'rms': 0.00099972}]",0.007755118243238712,True,True,9795,0.00099972,0.0040671,True,0.1735823612766361,0.7545578615605893,3.744417497183099,15.087294538532419,69.24918267062506,0.0,-48.14183811249633,-3.8939035558897888,11.721720488919114,11.005661229036384,58.77253475590996,0.0,475b195a96a73023a707de40f8179167b761eb2d2e9c6c082ae4bf638492fb46,fa553859e5eb0bdfa6a54ad4b0d2f094a2468f8b03fe2480eb2dd1309341271f,e06dee6821c584cebc091364d32995ee09b89b0b3f3eb9de0b07fab01a6c4d36,5eb230a38043cb8ed6422bed208ef5d6a48be67c2ece632ecec815c0e476f2a4,03_PREFIT_BASELINE/relaxed-runs/PSI/-015,6.97513939178259,5.938774706919844,1.036364684862746
PSI,0,7eb3ae2d64c8782dd1a9,results/PSI/candidates/7eb3ae2d64c8782dd1a9/final.xyz,-1477.926618197433,0.009417157363918741,1.3446637222698996,"[{'attempt': 1, 'restraint_center_degrees': 0.0, 'actual_degrees': -1.3446637222698912, 'target_error_degrees': 1.3446637222698996, 'steps': 10741, 'rms': 0.00099054}, {'attempt': 2, 'restraint_center_degrees': 1.3446637222698996, 'actual_degrees': 0.009417157363918741, 'target_error_degrees': 0.00941715736391302, 'steps': 10611, 'rms': 0.00099182}]",0.00941715736391302,True,True,10611,0.00099182,0.0023208,True,0.1908725707194146,0.7296824056390384,3.854778188919977,15.834701655540854,71.61732521367263,0.0,-48.16382875760282,-3.497710878975131,11.632345306867972,11.39943857759932,62.677049306022795,-7.105427357601002e-15,52feb62e14b6d46f94014327fdc9a3379ae7c6ccdd62991eba782f05ee8ffd1e,016597fcdeb72782018a3361dae9ca1075216814c25d0ceee4ba084ad9a6a03a,df48dbf0f8f5e70320fc7050c30f2b6b058766c40607450b83293c40f1e478c4,e5ed0c78d6b359549fd37e58ad0dc18afdb7abe816e4e0bee88ea5082bfa0a01,03_PREFIT_BASELINE/relaxed-runs/PSI/+000,10.412722960962697,9.84328925703268,0.5694337039300166
PSI,15,6883845786126318243c,results/PSI/candidates/6883845786126318243c/final.xyz,-1477.9241755948333,14.270831141836817,15.0,"[{'attempt': 1, 'restraint_center_degrees': 15.0, 'actual_degrees': 14.270831141836817, 'target_error_degrees': 0.7291688581631774, 'steps': 29367, 'rms': 0.00099783}]",0.7291688581631774,True,True,29367,0.00099783,0.0037115,True,0.22568304559040936,0.7940787725589193,4.015735407839503,16.468071918395424,72.72537627319329,0.0,-47.73607403402547,-2.9650911643599605,11.335683037238137,11.627034831868528,65.47073627014944,0.0,37de3064016328a3ab5e20161b311ba9e4a6017f1380cba0bea64d695daac660,72ed3800bf52562fe83861554cce8e1335ea8c9a8dee67e0f9a1bc40c9ec1b58,90040a14a05ceddb7ceb1b4f2f1693f7d961e02a3a42fb9eb54683e115f7f4cb,7630b37ba15a0a4c1f19e5fa46aef4c6b1887bc6e7129547dfc7381a3f7f5224,03_PREFIT_BASELINE/relaxed-runs/PSI/+015,11.945479233545104,12.63697622115933,-0.6914969876142258
PSI,30,944077ca9a56f012032f,results/PSI/candidates/944077ca9a56f012032f/final.xyz,-1477.9245718048671,29.424657646291745,30.0,"[{'attempt': 1, 'restraint_center_degrees': 30.0, 'actual_degrees': 29.424657646291745, 'target_error_degrees': 0.5753423537082654, 'steps': 23418, 'rms': 0.00099674}]",0.5753423537082654,True,True,23418,0.00099674,0.003358,True,0.2667228723587221,0.8723099681682436,4.264579079152739,16.026843422832158,72.31504274504823,0.0,-47.574352096215605,-2.4819340333851336,11.464736627818183,11.708216084509287,65.72313182975986,0.0,d1ac8583a070a6d4fc4e2f0fcb5bc58b0e2910c6e39da43ecbb162f727584f6f,033d460c197e35f3f8bf5bb4fd50d8de157afb3fb02263d1d5afb8cd55a00cfa,c021a5ca4980954f8a446414c4a1916cf98c1135ceba81d58118c1f6a200eda8,7c405232bfa3d03ffc07c00991c592918a560580d46cb2d2a97d2254299e0d06,03_PREFIT_BASELINE/relaxed-runs/PSI/+030,11.696853683615846,12.88937178076975,-1.1925180971539042
PSI,45,044377f6cf75577fea47,results/PSI/candidates/044377f6cf75577fea47/final.xyz,-1477.9234356803127,44.943156574777525,46.10845616268844,"[{'attempt': 1, 'restraint_center_degrees': 45.0, 'actual_degrees': 43.89154383731156, 'target_error_degrees': 1.1084561626884408, 'steps': 21618, 'rms': 0.00099772}, {'attempt': 2, 'restraint_center_degrees': 46.10845616268844, 'actual_degrees': 44.943156574777525, 'target_error_degrees': 0.05684342522246766, 'steps': 21301, 'rms': 0.00099953}]",0.05684342522246766,True,True,21301,0.00099953,0.0032122,True,0.3403338977777963,0.9717875009467226,4.756477874753614,15.460485553325976,72.96872879625474,0.0,-47.91729556174108,-1.9658437089713992,11.978190907037739,11.972216933225292,67.25296079388488,0.0,9a3b8e07935876eb2da5295f7675e3c382146985736f2147d1f59ee4014b7852,ceb546323bfc0664a1eb5ba70a2f1efba29f31dd92fc3868008da766ea53b0d3,8d2db5c2a9e2414b412f920465645365e3354a92acfa567f647b2a0c16ae3065,56b0ec224078b230961e84f86223202d868ba0dfc636a10e90c7e920aec1491a,03_PREFIT_BASELINE/relaxed-runs/PSI/+045,12.409782605194598,14.419200744894766,-2.009418139700168
PSI,60,41b6e49a4c00a2e28ca7,results/PSI/candidates/41b6e49a4c00a2e28ca7/final.xyz,-1477.9182187941753,59.854271299136244,62.03523207085135,"[{'attempt': 1, 'restraint_center_degrees': 60.0, 'actual_degrees': 57.964767929148636, 'target_error_degrees': 2.0352320708513503, 'steps': 17945, 'rms': 0.00099622}, {'attempt': 2, 'restraint_center_degrees': 62.03523207085135, 'actual_degrees': 59.854271299136244, 'target_error_degrees': 0.14572870086374223, 'steps': 17297, 'rms': 0.00099919}]",0.14572870086374223,True,True,17297,0.00099919,0.0030656,True,0.3730274168348735,1.0117004796987583,5.6238279177184465,15.904724660341113,75.58783534158215,0.0,-48.32063349864411,-1.3959645753635521,12.490269394789497,12.566677958904863,72.4567371993284,0.0,7e4065ad0d7b6d8c0589ed9ddd24f53108e016a2288a5c33bb9737d96d9b65c4,b6b4e98754b67c8c5a2bcdeac797c9a834c87b324469be371766669610729ed5,b18f3a7314a46b98c258f3d425dc47f90572a43e10e4fc0cd595f36ce84f7956,37cad16004123c8d9de0add0a3eb2b13b234f8e9e4c55b16974336c557f36e0b,03_PREFIT_BASELINE/relaxed-runs/PSI/+060,15.683428081132595,19.622977150338286,-3.9395490692056914
PSI,75,a31c67362a92bb69e2f9,results/PSI/candidates/a31c67362a92bb69e2f9/final.xyz,-1477.9062288461485,74.72362558025284,78.1944982668457,"[{'attempt': 1, 'restraint_center_degrees': 75.0, 'actual_degrees': 71.80550173315429, 'target_error_degrees': 3.1944982668456987, 'steps': 14032, 'rms': 0.0009963}, {'attempt': 2, 'restraint_center_degrees': 78.1944982668457, 'actual_degrees': 74.72362558025284, 'target_error_degrees': 0.2763744197471567, 'steps': 13091, 'rms': 0.00099637}]",0.2763744197471567,True,True,13091,0.00099637,0.0029667,True,0.3351695411614743,0.9690820169828683,7.065979074333397,18.003998778651088,80.86330830908872,0.0,-48.615252543525806,-1.005073240289459,12.83628243347352,13.746906422491458,82.89614923422292,0.0,d363f5fe59065570ff464911ef802d3f1b35f41f22fca76a0f908d3c2370fa41,6e5762a7439f0b5ff02c77f8a59588030381bc1090ff2a3a15fd9a9296917683,68ad437c91684c98a954214f8be1759df2bbd18d7adec94e8abcecf984381cbf,3f0a06585448b92231c6d876f8f309b7a3f4c42bfcb58e3ebb933de6ebc332d2,03_PREFIT_BASELINE/relaxed-runs/PSI/+075,23.207234060776265,30.062389185232803,-6.855155124456537
PSI,90,aed568273c9392fba47d,results/PSI/candidates/aed568273c9392fba47d/final.xyz,-1477.8845996114715,89.54308663257802,94.58033061881366,"[{'attempt': 1, 'restraint_center_degrees': 90.0, 'actual_degrees': 85.41966938118635, 'target_error_degrees': 4.580330618813662, 'steps': 10681, 'rms': 0.00099941}, {'attempt': 2, 'restraint_center_degrees': 94.58033061881366, 'actual_degrees': 89.54308663257802, 'target_error_degrees': 0.45691336742197564, 'steps': 9999, 'rms': 0.00099426}]",0.45691336742197564,True,True,9999,0.00099426,0.0028924,True,0.3057363160138142,0.9420650911969564,9.60993996633246,22.98923229859805,87.76810948717471,0.0,-48.81056218969888,-0.5151619637091042,13.083873104916965,15.639273309050957,99.76470401266516,0.0,f39cd9844f48cd623f50a5dffb03134cc521392bc870a47142e76b37ebc5c518,bcfb71d424aba5e3c17bf9b3104984e34ba00e14fd6c1c0277e1ebf5229eb19d,cda4017338873c468d890061a0099e8a1262363fafacbc2b915ccef3fec57973,a6e04f3d8ea6271aab1a9cc3cce4007ed647d324a2d842c68d9a8e0555791fa1,03_PREFIT_BASELINE/relaxed-runs/PSI/+090,36.77978373595889,46.93094396367505,-10.151160227716161
